temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,rain,weather_code,wind_speed_10m,soil_moisture_0_to_7cm,timestamp,european_aqi,us_aqi,uv_index,pm2_5,pm10,nitrogen_dioxide,sulphur_dioxide,carbon_monoxide,ozone,sunrise,sunset,is_daylight,city
33.0,56,37.8,0.0,0.0,3,5.0,0.233,2026-08-30 14:00:00,202,270,3.95,86.8,331.6,3.6,16.1,170.0,159.0,2026-08-30 05:57:00,2026-08-30 18:44:00,True,Ghaziabad
33.2,55,38.2,0.0,0.0,3,2.6,0.231,2026-08-30 15:00:00,199,260,2.15,88.0,337.1,5.3,15.8,183.0,151.0,2026-08-30 05:57:00,2026-08-30 18:44:00,True,Ghaziabad
33.0,56,38.2,0.0,0.0,3,2.6,0.229,2026-08-30 16:00:00,196,249,0.9,89.4,313.9,8.3,15.8,205.0,138.0,2026-08-30 05:57:00,2026-08-30 18:44:00,True,Ghaziabad
30.9,74,36.9,0.0,0.0,3,8.1,0.231,2026-08-30 17:00:00,193,239,0.2,90.1,312.9,14.3,20.8,242.0,139.0,2026-08-30 05:57:00,2026-08-30 18:44:00,True,Ghaziabad
30.1,79,36.6,0.0,0.0,3,6.6,0.231,2026-08-30 18:00:00,191,233,0.0,100.4,281.3,23.7,22.4,303.0,114.0,2026-08-30 05:57:00,2026-08-30 18:44:00,True,Ghaziabad
29.4,83,35.9,0.0,0.0,3,6.5,0.231,2026-08-30 19:00:00,189,227,0.0,116.9,297.1,36.3,24.4,379.0,80.0,2026-08-30 05:57:00,2026-08-30 18:44:00,False,Ghaziabad
29.1,83,35.3,0.0,0.0,3,7.5,0.231,2026-08-30 20:00:00,187,219,0.0,118.0,273.8,43.7,24.9,443.0,55.0,2026-08-30 05:57:00,2026-08-30 18:44:00,False,Ghaziabad
28.6,84,34.7,0.0,0.0,3,7.5,0.232,2026-08-30 21:00:00,185,210,0.0,110.4,240.3,40.7,22.4,481.0,49.0,2026-08-30 05:57:00,2026-08-30 18:44:00,False,Ghaziabad
28.6,84,34.8,0.0,0.0,3,5.6,0.233,2026-08-30 22:00:00,182,199,0.0,100.1,201.2,32.4,18.3,508.0,51.0,2026-08-30 05:57:00,2026-08-30 18:44:00,False,Ghaziabad
29.0,83,35.5,0.0,0.0,3,5.8,0.231,2026-08-30 23:00:00,178,194,0.0,91.7,173.7,26.2,14.8,538.0,52.0,2026-08-30 05:57:00,2026-08-30 18:44:00,False,Ghaziabad
25.8,90,30.3,0.0,0.0,3,10.9,0.316,2026-08-25 00:00:00,30,61,0.0,13.8,16.9,19.9,10.7,426.0,41.0,2026-08-25 05:57:00,2026-08-25 18:24:00,False,Chennai
25.9,89,30.5,0.0,0.0,3,9.5,0.314,2026-08-25 01:00:00,30,61,0.0,13.4,16.6,17.4,10.1,342.0,44.0,2026-08-25 05:57:00,2026-08-25 18:24:00,False,Chennai
25.9,90,30.7,0.0,0.0,3,9.5,0.313,2026-08-25 02:00:00,30,62,0.0,13.4,16.6,15.8,9.8,277.0,45.0,2026-08-25 05:57:00,2026-08-25 18:24:00,False,Chennai
25.9,89,30.6,0.0,0.0,3,9.2,0.312,2026-08-25 03:00:00,30,62,0.0,13.7,16.9,15.9,10.3,243.0,42.0,2026-08-25 05:57:00,2026-08-25 18:24:00,False,Chennai
26.0,88,30.4,0.0,0.0,3,10.5,0.311,2026-08-25 04:00:00,30,62,0.0,14.0,16.8,17.0,11.3,228.0,36.0,2026-08-25 05:57:00,2026-08-25 18:24:00,False,Chennai
26.7,87,31.3,0.0,0.0,3,12.0,0.363,2026-08-25 05:00:00,31,62,0.0,13.1,16.8,15.6,11.5,240.0,39.0,2026-08-25 05:57:00,2026-08-25 18:24:00,False,Chennai
26.8,86,31.1,0.0,0.0,3,12.4,0.36,2026-08-25 06:00:00,31,62,0.1,14.1,17.8,16.7,11.6,306.0,35.0,2026-08-25 05:57:00,2026-08-25 18:24:00,True,Chennai
27.6,82,32.0,0.0,0.0,3,11.6,0.358,2026-08-25 07:00:00,31,62,0.8,15.0,18.3,18.2,11.8,400.0,30.0,2026-08-25 05:57:00,2026-08-25 18:24:00,True,Chennai
28.4,80,33.3,0.1,0.1,51,11.0,0.355,2026-08-25 08:00:00,31,62,2.55,15.4,19.0,18.1,12.0,449.0,34.0,2026-08-25 05:57:00,2026-08-25 18:24:00,True,Chennai
29.7,72,34.0,0.0,0.0,3,12.1,0.349,2026-08-25 09:00:00,31,62,5.3,13.5,17.0,15.1,12.3,408.0,54.0,2026-08-25 05:57:00,2026-08-25 18:24:00,True,Chennai
30.8,67,35.5,0.0,0.0,3,9.5,0.342,2026-08-25 10:00:00,33,62,7.75,13.2,17.7,10.7,12.5,322.0,82.0,2026-08-25 05:57:00,2026-08-25 18:24:00,True,Chennai
32.5,61,38.2,0.0,0.0,3,12.1,0.331,2026-08-25 11:00:00,42,62,9.15,14.1,19.4,7.2,12.1,255.0,103.0,2026-08-25 05:57:00,2026-08-25 18:24:00,True,Chennai
32.3,60,38.4,0.1,0.1,51,8.7,0.323,2026-08-25 12:00:00,47,62,9.45,16.5,23.1,5.2,10.5,222.0,111.0,2026-08-25 05:57:00,2026-08-25 18:24:00,True,Chennai
32.8,58,38.8,0.0,0.0,3,7.7,0.314,2026-08-25 13:00:00,48,62,5.65,17.3,24.9,4.1,8.2,208.0,112.0,2026-08-25 05:57:00,2026-08-25 18:24:00,True,Chennai
32.3,60,37.1,0.2,0.2,51,8.2,0.309,2026-08-25 14:00:00,46,63,3.2,16.4,24.1,4.7,7.0,225.0,109.0,2026-08-25 05:57:00,2026-08-25 18:24:00,True,Chennai
32.1,62,36.8,0.1,0.1,51,8.4,0.305,2026-08-25 15:00:00,42,63,2.05,17.2,25.9,7.7,7.7,298.0,103.0,2026-08-25 05:57:00,2026-08-25 18:24:00,True,Chennai
31.9,65,36.9,0.1,0.1,51,9.2,0.3,2026-08-25 16:00:00,38,63,0.95,17.5,26.0,12.2,9.3,404.0,94.0,2026-08-25 05:57:00,2026-08-25 18:24:00,True,Chennai
30.7,74,36.0,0.0,0.0,2,12.0,0.246,2026-08-25 17:00:00,32,63,0.15,23.2,32.4,12.8,9.6,484.0,80.0,2026-08-25 05:57:00,2026-08-25 18:24:00,True,Chennai
29.6,79,35.1,0.2,0.2,51,11.1,0.247,2026-08-25 18:00:00,32,63,0.0,23.4,30.2,14.0,10.3,517.0,80.0,2026-08-25 05:57:00,2026-08-25 18:24:00,True,Chennai
28.7,86,35.5,0.6,0.6,53,4.1,0.253,2026-08-25 19:00:00,32,63,0.0,23.3,29.0,15.8,11.2,525.0,81.0,2026-08-25 05:57:00,2026-08-25 18:24:00,False,Chennai
28.6,87,34.9,0.0,0.0,3,8.0,0.253,2026-08-25 20:00:00,32,64,0.0,23.1,28.5,17.7,12.1,517.0,78.0,2026-08-25 05:57:00,2026-08-25 18:24:00,False,Chennai
28.8,86,35.0,0.0,0.0,3,8.9,0.253,2026-08-25 21:00:00,33,64,0.0,22.7,28.1,20.0,12.9,492.0,70.0,2026-08-25 05:57:00,2026-08-25 18:24:00,False,Chennai
28.6,85,34.8,0.0,0.0,3,7.9,0.253,2026-08-25 22:00:00,33,64,0.0,22.1,28.4,22.5,13.7,450.0,59.0,2026-08-25 05:57:00,2026-08-25 18:24:00,False,Chennai
29.6,77,34.9,0.0,0.0,3,10.3,0.257,2026-08-25 23:00:00,34,65,0.0,21.9,28.4,24.3,14.3,406.0,49.0,2026-08-25 05:57:00,2026-08-25 18:24:00,False,Chennai
27.8,80,31.2,0.1,0.1,51,18.4,0.256,2026-08-26 00:00:00,34,65,0.0,22.0,29.2,25.2,14.7,356.0,43.0,2026-08-26 05:57:00,2026-08-26 18:23:00,False,Chennai
26.5,86,30.6,0.4,0.4,51,13.3,0.259,2026-08-26 01:00:00,35,66,0.0,22.5,30.2,25.5,15.0,304.0,38.0,2026-08-26 05:57:00,2026-08-26 18:23:00,False,Chennai
26.6,87,31.4,0.4,0.4,51,9.4,0.263,2026-08-26 02:00:00,36,67,0.0,22.3,29.9,25.3,14.7,269.0,34.0,2026-08-26 05:57:00,2026-08-26 18:23:00,False,Chennai
26.6,88,31.5,0.0,0.0,3,9.8,0.264,2026-08-26 03:00:00,36,67,0.0,20.9,26.6,24.5,13.5,261.0,29.0,2026-08-26 05:57:00,2026-08-26 18:23:00,False,Chennai
26.7,88,31.5,0.0,0.0,3,11.1,0.263,2026-08-26 04:00:00,37,68,0.0,18.9,22.7,23.3,11.7,271.0,25.0,2026-08-26 05:57:00,2026-08-26 18:23:00,False,Chennai
28.6,73,32.3,0.0,0.0,3,13.7,0.268,2026-08-26 05:00:00,37,68,0.0,18.5,23.1,21.3,10.9,290.0,25.0,2026-08-26 05:57:00,2026-08-26 18:23:00,False,Chennai
28.3,71,31.6,0.0,0.0,3,12.9,0.266,2026-08-26 06:00:00,38,69,0.15,15.1,17.8,20.0,11.0,332.0,26.0,2026-08-26 05:57:00,2026-08-26 18:23:00,True,Chennai
29.0,69,32.5,0.0,0.0,3,12.0,0.264,2026-08-26 07:00:00,38,69,0.95,12.7,14.3,18.0,11.1,383.0,27.0,2026-08-26 05:57:00,2026-08-26 18:23:00,True,Chennai
30.0,67,33.8,0.0,0.0,3,11.8,0.261,2026-08-26 08:00:00,38,69,2.8,11.1,12.7,15.7,11.4,399.0,35.0,2026-08-26 05:57:00,2026-08-26 18:23:00,True,Chennai
31.0,62,34.3,0.0,0.0,2,13.7,0.255,2026-08-26 09:00:00,37,68,5.65,9.8,12.4,12.9,12.5,343.0,54.0,2026-08-26 05:57:00,2026-08-26 18:23:00,True,Chennai
32.0,59,36.6,0.0,0.0,3,12.8,0.248,2026-08-26 10:00:00,37,68,8.2,10.1,14.1,9.7,13.8,251.0,79.0,2026-08-26 05:57:00,2026-08-26 18:23:00,True,Chennai
33.3,53,38.0,0.0,0.0,2,13.7,0.235,2026-08-26 11:00:00,40,68,9.3,10.9,15.4,7.1,14.0,187.0,100.0,2026-08-26 05:57:00,2026-08-26 18:23:00,True,Chennai
33.7,54,39.2,0.1,0.1,51,12.4,0.227,2026-08-26 12:00:00,49,68,9.3,12.3,17.3,5.1,12.2,181.0,114.0,2026-08-26 05:57:00,2026-08-26 18:23:00,True,Chennai
34.3,51,40.0,0.0,0.0,1,9.3,0.218,2026-08-26 13:00:00,56,67,7.75,14.6,22.2,3.7,9.3,204.0,124.0,2026-08-26 05:57:00,2026-08-26 18:23:00,True,Chennai
34.6,51,40.3,0.0,0.0,2,6.9,0.209,2026-08-26 14:00:00,59,67,5.05,17.4,28.1,3.6,7.1,232.0,128.0,2026-08-26 05:57:00,2026-08-26 18:23:00,True,Chennai
34.6,51,39.7,0.0,0.0,2,4.7,0.203,2026-08-26 15:00:00,55,67,2.6,19.0,32.1,5.6,6.2,259.0,123.0,2026-08-26 05:57:00,2026-08-26 18:23:00,True,Chennai
33.9,54,38.5,0.0,0.0,2,6.3,0.198,2026-08-26 16:00:00,48,67,1.0,19.5,33.2,8.8,6.0,291.0,112.0,2026-08-26 05:57:00,2026-08-26 18:23:00,True,Chennai
31.6,70,36.7,1.4,1.4,61,13.4,0.153,2026-08-26 17:00:00,50,67,0.2,21.5,36.9,10.1,6.2,318.0,115.0,2026-08-26 05:57:00,2026-08-26 18:23:00,True,Chennai
30.8,71,35.7,0.1,0.1,51,12.1,0.152,2026-08-26 18:00:00,48,67,0.0,21.2,33.2,10.4,6.5,334.0,112.0,2026-08-26 05:57:00,2026-08-26 18:23:00,True,Chennai
30.5,73,35.4,0.0,0.0,1,12.6,0.151,2026-08-26 19:00:00,45,67,0.0,19.2,28.2,10.8,6.9,345.0,107.0,2026-08-26 05:57:00,2026-08-26 18:23:00,False,Chennai
29.9,76,34.7,0.0,0.0,3,14.4,0.151,2026-08-26 20:00:00,41,67,0.0,17.6,24.5,11.4,7.9,356.0,102.0,2026-08-26 05:57:00,2026-08-26 18:23:00,False,Chennai
29.4,74,34.1,0.0,0.0,3,10.6,0.15,2026-08-26 21:00:00,39,66,0.0,15.7,21.1,12.3,9.9,374.0,97.0,2026-08-26 05:57:00,2026-08-26 18:23:00,False,Chennai
29.1,74,33.9,0.0,0.0,3,8.9,0.15,2026-08-26 22:00:00,36,66,0.0,15.8,21.5,13.4,12.5,393.0,90.0,2026-08-26 05:57:00,2026-08-26 18:23:00,False,Chennai
29.4,73,33.9,0.0,0.0,3,11.3,0.151,2026-08-26 23:00:00,34,65,0.0,17.8,25.1,14.5,14.4,394.0,83.0,2026-08-26 05:57:00,2026-08-26 18:23:00,False,Chennai
28.8,76,33.5,0.0,0.0,3,9.9,0.15,2026-08-27 00:00:00,34,65,0.0,20.1,29.4,15.8,15.2,364.0,73.0,2026-08-27 05:57:00,2026-08-27 18:23:00,False,Chennai
28.4,79,33.4,0.0,0.0,3,9.2,0.15,2026-08-27 01:00:00,34,65,0.0,21.9,33.1,17.1,15.2,317.0,63.0,2026-08-27 05:57:00,2026-08-27 18:23:00,False,Chennai
28.1,81,33.2,0.0,0.0,3,9.6,0.151,2026-08-27 02:00:00,34,65,0.0,22.2,34.1,18.0,14.7,281.0,53.0,2026-08-27 05:57:00,2026-08-27 18:23:00,False,Chennai
28.0,81,32.7,0.0,0.0,3,11.1,0.151,2026-08-27 03:00:00,34,65,0.0,21.5,32.6,18.3,13.1,268.0,45.0,2026-08-27 05:57:00,2026-08-27 18:23:00,False,Chennai
28.0,78,32.4,0.0,0.0,2,10.0,0.151,2026-08-27 04:00:00,34,65,0.0,20.3,29.4,18.1,10.8,266.0,37.0,2026-08-27 05:57:00,2026-08-27 18:23:00,False,Chennai
28.5,73,32.3,0.0,0.0,3,11.9,0.149,2026-08-27 05:00:00,34,65,0.0,17.5,23.7,17.9,9.1,270.0,31.0,2026-08-27 05:57:00,2026-08-27 18:23:00,False,Chennai
28.2,72,31.8,0.0,0.0,3,11.4,0.149,2026-08-27 06:00:00,34,65,0.15,15.9,21.5,15.2,9.4,289.0,33.0,2026-08-27 05:57:00,2026-08-27 18:23:00,True,Chennai
29.2,69,33.3,0.0,0.0,0,9.4,0.148,2026-08-27 07:00:00,34,65,1.0,13.7,22.2,11.3,9.9,314.0,38.0,2026-08-27 05:57:00,2026-08-27 18:23:00,True,Chennai
30.8,62,34.3,0.0,0.0,3,11.8,0.146,2026-08-27 08:00:00,34,65,3.05,12.0,24.3,8.2,10.4,317.0,47.0,2026-08-27 05:57:00,2026-08-27 18:23:00,True,Chennai
31.9,58,35.2,0.0,0.0,2,14.1,0.141,2026-08-27 09:00:00,34,65,6.0,12.7,26.0,6.5,11.2,272.0,65.0,2026-08-27 05:57:00,2026-08-27 18:23:00,True,Chennai
33.1,54,37.6,0.0,0.0,1,13.8,0.136,2026-08-27 10:00:00,36,65,8.85,15.0,29.7,5.4,12.1,205.0,89.0,2026-08-27 05:57:00,2026-08-27 18:23:00,True,Chennai
34.3,51,39.4,0.0,0.0,3,14.1,0.136,2026-08-27 11:00:00,46,66,10.45,17.0,33.6,4.6,12.2,162.0,109.0,2026-08-27 05:57:00,2026-08-27 18:23:00,True,Chennai
34.6,51,39.5,0.1,0.1,51,14.5,0.131,2026-08-27 12:00:00,55,66,9.45,18.2,36.2,3.6,10.7,166.0,123.0,2026-08-27 05:57:00,2026-08-27 18:23:00,True,Chennai
34.7,49,39.9,0.0,0.0,3,8.3,0.125,2026-08-27 13:00:00,61,67,8.1,21.0,40.5,2.9,8.3,193.0,134.0,2026-08-27 05:57:00,2026-08-27 18:23:00,True,Chennai
33.6,53,38.7,0.3,0.3,51,5.0,0.125,2026-08-27 14:00:00,61,67,5.55,23.3,43.3,3.1,6.4,220.0,138.0,2026-08-27 05:57:00,2026-08-27 18:23:00,True,Chennai
33.5,54,38.1,0.4,0.4,51,6.2,0.125,2026-08-27 15:00:00,60,68,2.85,22.8,43.0,4.7,5.4,241.0,132.0,2026-08-27 05:57:00,2026-08-27 18:23:00,True,Chennai
31.4,66,35.8,0.1,0.1,51,13.0,0.124,2026-08-27 16:00:00,53,68,1.05,22.2,41.7,7.2,4.8,261.0,120.0,2026-08-27 05:57:00,2026-08-27 18:23:00,True,Chennai
31.7,68,36.7,0.1,0.1,51,11.8,0.109,2026-08-27 17:00:00,46,68,0.2,22.8,38.1,9.8,4.8,274.0,109.0,2026-08-27 05:57:00,2026-08-27 18:23:00,True,Chennai
31.5,67,36.6,0.1,0.1,51,9.6,0.109,2026-08-27 18:00:00,42,69,0.0,24.2,38.3,12.4,5.7,270.0,103.0,2026-08-27 05:57:00,2026-08-27 18:23:00,True,Chennai
31.1,71,36.6,0.0,0.0,3,8.8,0.109,2026-08-27 19:00:00,40,72,0.0,25.0,37.3,15.0,7.2,258.0,99.0,2026-08-27 05:57:00,2026-08-27 18:23:00,False,Chennai
30.7,73,36.2,0.0,0.0,3,9.3,0.109,2026-08-27 20:00:00,38,70,0.0,24.0,33.6,16.7,8.3,257.0,94.0,2026-08-27 05:57:00,2026-08-27 18:23:00,False,Chennai
30.3,80,36.6,0.0,0.0,3,9.8,0.109,2026-08-27 21:00:00,39,69,0.0,20.7,28.8,16.8,8.6,279.0,85.0,2026-08-27 05:57:00,2026-08-27 18:23:00,False,Chennai
30.0,84,36.6,0.0,0.0,2,10.0,0.11,2026-08-27 22:00:00,39,70,0.0,18.4,26.1,15.9,8.5,311.0,75.0,2026-08-27 05:57:00,2026-08-27 18:23:00,False,Chennai
30.0,85,36.8,0.0,0.0,1,9.6,0.11,2026-08-27 23:00:00,39,70,0.0,17.2,25.1,15.2,8.3,335.0,66.0,2026-08-27 05:57:00,2026-08-27 18:23:00,False,Chennai
29.6,85,36.3,0.0,0.0,2,8.8,0.111,2026-08-28 00:00:00,39,70,0.0,16.2,23.9,15.1,8.0,344.0,60.0,2026-08-28 05:57:00,2026-08-28 18:22:00,False,Chennai
29.1,85,35.4,0.0,0.0,2,8.5,0.111,2026-08-28 01:00:00,39,70,0.0,16.1,23.6,15.1,7.6,345.0,56.0,2026-08-28 05:57:00,2026-08-28 18:22:00,False,Chennai
28.8,80,34.0,0.0,0.0,0,10.1,0.111,2026-08-28 02:00:00,38,69,0.0,16.6,24.4,15.4,7.4,341.0,52.0,2026-08-28 05:57:00,2026-08-28 18:22:00,False,Chennai
28.9,68,32.3,0.0,0.0,0,11.8,0.111,2026-08-28 03:00:00,38,69,0.0,17.8,26.0,16.1,7.7,333.0,47.0,2026-08-28 05:57:00,2026-08-28 18:22:00,False,Chennai
28.6,67,31.9,0.0,0.0,0,10.0,0.111,2026-08-28 04:00:00,38,68,0.0,18.9,27.4,16.9,8.2,321.0,42.0,2026-08-28 05:57:00,2026-08-28 18:22:00,False,Chennai
29.0,67,32.4,0.0,0.0,1,11.0,0.122,2026-08-28 05:00:00,37,68,0.0,15.1,20.6,16.6,7.6,306.0,28.0,2026-08-28 05:57:00,2026-08-28 18:22:00,False,Chennai
28.5,68,32.1,0.0,0.0,0,9.4,0.122,2026-08-28 06:00:00,37,68,0.15,13.6,19.2,14.9,8.3,289.0,32.0,2026-08-28 05:57:00,2026-08-28 18:22:00,True,Chennai
29.7,64,33.2,0.0,0.0,0,9.9,0.121,2026-08-28 07:00:00,37,68,1.05,13.3,19.8,12.4,9.3,269.0,39.0,2026-08-28 05:57:00,2026-08-28 18:22:00,True,Chennai
30.9,58,33.7,0.0,0.0,2,13.2,0.119,2026-08-28 08:00:00,37,68,3.15,12.8,21.1,10.1,10.2,248.0,50.0,2026-08-28 05:57:00,2026-08-28 18:22:00,True,Chennai
32.0,56,35.3,0.0,0.0,3,12.7,0.116,2026-08-28 09:00:00,37,68,5.9,13.1,22.8,8.1,11.1,221.0,70.0,2026-08-28 05:57:00,2026-08-28 18:22:00,True,Chennai
33.0,53,37.3,0.0,0.0,3,11.9,0.112,2026-08-28 10:00:00,38,68,8.7,14.7,25.6,6.3,12.0,193.0,94.0,2026-08-28 05:57:00,2026-08-28 18:22:00,True,Chennai
34.2,49,38.9,0.0,0.0,3,12.8,0.104,2026-08-28 11:00:00,49,68,10.1,15.8,26.8,4.9,11.9,175.0,113.0,2026-08-28 05:57:00,2026-08-28 18:22:00,True,Chennai
35.4,45,39.7,0.0,0.0,3,14.5,0.1,2026-08-28 12:00:00,57,68,8.65,18.3,32.9,3.9,10.2,174.0,125.0,2026-08-28 05:57:00,2026-08-28 18:22:00,True,Chennai
35.9,43,40.3,0.0,0.0,3,12.4,0.096,2026-08-28 13:00:00,60,68,7.15,20.7,36.1,3.2,7.7,184.0,132.0,2026-08-28 05:57:00,2026-08-28 18:22:00,True,Chennai
35.9,42,41.2,0.0,0.0,2,4.2,0.093,2026-08-28 14:00:00,61,68,5.25,21.0,36.6,3.2,5.7,199.0,133.0,2026-08-28 05:57:00,2026-08-28 18:22:00,True,Chennai
33.8,51,37.8,0.1,0.1,51,8.3,0.091,2026-08-28 15:00:00,57,68,2.5,20.1,35.9,4.1,4.6,222.0,125.0,2026-08-28 05:57:00,2026-08-28 18:22:00,True,Chennai
32.6,58,36.4,0.1,0.1,51,12.9,0.091,2026-08-28 16:00:00,48,68,0.9,18.9,34.2,5.7,4.1,251.0,112.0,2026-08-28 05:57:00,2026-08-28 18:22:00,True,Chennai
30.2,74,34.9,0.1,0.1,51,14.5,0.09,2026-08-28 17:00:00,48,67,0.2,22.9,44.7,6.5,4.9,269.0,112.0,2026-08-28 05:57:00,2026-08-28 18:22:00,True,Chennai
31.2,62,34.7,0.0,0.0,3,13.6,0.09,2026-08-28 18:00:00,47,68,0.0,23.5,40.2,7.2,5.4,263.0,111.0,2026-08-28 05:57:00,2026-08-28 18:22:00,True,Chennai
31.1,63,35.0,0.0,0.0,2,12.6,0.09,2026-08-28 19:00:00,47,71,0.0,25.1,40.4,8.1,6.1,247.0,110.0,2026-08-28 05:57:00,2026-08-28 18:22:00,False,Chennai
30.3,74,34.9,0.0,0.0,2,15.2,0.091,2026-08-28 20:00:00,45,71,0.0,26.4,41.6,8.9,6.8,246.0,108.0,2026-08-28 05:57:00,2026-08-28 18:22:00,False,Chennai
30.2,76,35.4,0.0,0.0,2,11.5,0.091,2026-08-28 21:00:00,43,67,0.0,25.1,39.8,9.2,7.6,279.0,104.0,2026-08-28 05:57:00,2026-08-28 18:22:00,False,Chennai
29.8,77,34.5,0.0,0.0,3,14.9,0.092,2026-08-28 22:00:00,40,68,0.0,21.9,36.2,9.3,8.5,326.0,99.0,2026-08-28 05:57:00,2026-08-28 18:22:00,False,Chennai
29.0,75,33.7,0.0,0.0,3,9.7,0.069,2026-08-28 23:00:00,37,68,0.0,20.8,35.2,9.9,9.1,356.0,92.0,2026-08-28 05:57:00,2026-08-28 18:22:00,False,Chennai
28.8,76,33.3,0.0,0.0,3,11.3,0.07,2026-08-29 00:00:00,37,68,0.0,21.7,37.6,11.4,9.5,349.0,81.0,2026-08-29 05:57:00,2026-08-29 18:22:00,False,Chennai
29.7,61,32.2,0.0,0.0,2,13.7,0.071,2026-08-29 01:00:00,38,69,0.0,22.6,38.4,13.3,9.7,325.0,69.0,2026-08-29 05:57:00,2026-08-29 18:22:00,False,Chennai
29.7,56,31.5,0.0,0.0,3,14.0,0.071,2026-08-29 02:00:00,38,69,0.0,22.3,35.6,14.8,9.6,307.0,57.0,2026-08-29 05:57:00,2026-08-29 18:22:00,False,Chennai
29.7,57,31.6,0.0,0.0,2,13.5,0.072,2026-08-29 03:00:00,39,70,0.0,20.1,29.7,15.9,9.1,310.0,46.0,2026-08-29 05:57:00,2026-08-29 18:22:00,False,Chennai
29.3,59,31.6,0.0,0.0,1,12.1,0.073,2026-08-29 04:00:00,39,70,0.0,17.0,23.2,16.6,8.4,320.0,35.0,2026-08-29 05:57:00,2026-08-29 18:22:00,False,Chennai
29.5,60,31.5,0.0,0.0,3,15.5,0.155,2026-08-29 05:00:00,39,70,0.0,10.7,14.2,13.9,7.7,316.0,31.0,2026-08-29 05:57:00,2026-08-29 18:22:00,False,Chennai
28.8,63,31.2,0.0,0.0,3,14.2,0.154,2026-08-29 06:00:00,39,69,0.15,8.3,13.2,11.9,7.7,283.0,33.0,2026-08-29 05:57:00,2026-08-29 18:22:00,True,Chennai
29.5,63,32.0,0.0,0.0,3,14.4,0.152,2026-08-29 07:00:00,38,69,1.05,6.8,13.6,9.0,7.8,235.0,37.0,2026-08-29 05:57:00,2026-08-29 18:22:00,True,Chennai
30.5,59,32.6,0.0,0.0,3,17.3,0.148,2026-08-29 08:00:00,38,68,3.1,7.0,14.5,6.7,8.0,196.0,45.0,2026-08-29 05:57:00,2026-08-29 18:22:00,True,Chennai
31.5,57,34.2,0.0,0.0,2,15.6,0.144,2026-08-29 09:00:00,37,68,6.05,7.7,15.0,5.3,8.7,173.0,62.0,2026-08-29 05:57:00,2026-08-29 18:22:00,True,Chennai
32.8,53,36.8,0.0,0.0,2,15.1,0.138,2026-08-29 10:00:00,37,68,8.8,9.2,16.1,4.5,9.5,158.0,83.0,2026-08-29 05:57:00,2026-08-29 18:22:00,True,Chennai
34.0,50,38.2,0.0,0.0,3,16.1,0.139,2026-08-29 11:00:00,41,67,10.25,10.5,17.9,3.8,9.7,151.0,101.0,2026-08-29 05:57:00,2026-08-29 18:22:00,True,Chennai
34.9,47,39.1,0.0,0.0,1,15.5,0.132,2026-08-29 12:00:00,49,67,9.9,11.2,18.9,3.0,8.6,153.0,114.0,2026-08-29 05:57:00,2026-08-29 18:22:00,True,Chennai
36.0,43,40.5,0.0,0.0,3,13.4,0.125,2026-08-29 13:00:00,56,66,7.75,13.9,23.5,2.5,6.9,162.0,124.0,2026-08-29 05:57:00,2026-08-29 18:22:00,True,Chennai
36.6,40,40.8,0.0,0.0,2,10.4,0.118,2026-08-29 14:00:00,58,66,4.8,16.4,26.8,3.0,5.5,177.0,127.0,2026-08-29 05:57:00,2026-08-29 18:22:00,True,Chennai
35.2,44,39.5,0.0,0.0,2,2.7,0.114,2026-08-29 15:00:00,53,65,2.15,16.1,27.9,5.2,4.7,196.0,120.0,2026-08-29 05:57:00,2026-08-29 18:22:00,True,Chennai
32.0,60,35.4,0.4,0.4,51,14.8,0.115,2026-08-29 16:00:00,44,65,0.75,15.6,28.4,8.4,4.3,221.0,106.0,2026-08-29 05:57:00,2026-08-29 18:22:00,True,Chennai
30.8,62,34.3,0.5,0.5,53,12.2,0.094,2026-08-29 17:00:00,43,65,0.15,16.2,28.9,7.9,5.0,249.0,104.0,2026-08-29 05:57:00,2026-08-29 18:22:00,True,Chennai
31.0,61,34.1,0.1,0.1,51,14.4,0.094,2026-08-29 18:00:00,41,64,0.0,16.1,26.9,9.8,6.0,286.0,102.0,2026-08-29 05:57:00,2026-08-29 18:22:00,True,Chennai
30.9,68,35.3,0.0,0.0,3,13.1,0.094,2026-08-29 19:00:00,39,64,0.0,16.5,26.7,12.5,7.4,328.0,98.0,2026-08-29 05:57:00,2026-08-29 18:22:00,False,Chennai
30.7,67,35.6,0.0,0.0,3,6.7,0.094,2026-08-29 20:00:00,37,63,0.0,18.5,30.4,15.2,8.5,358.0,92.0,2026-08-29 05:57:00,2026-08-29 18:22:00,False,Chennai
30.4,62,33.6,0.0,0.0,3,13.5,0.095,2026-08-29 21:00:00,33,62,0.0,21.1,35.4,17.7,9.2,369.0,83.0,2026-08-29 05:57:00,2026-08-29 18:22:00,False,Chennai
29.6,62,32.4,0.0,0.0,3,12.2,0.095,2026-08-29 22:00:00,31,62,0.0,23.3,38.4,20.1,9.6,369.0,73.0,2026-08-29 05:57:00,2026-08-29 18:22:00,False,Chennai
29.7,64,32.8,0.0,0.0,3,12.9,0.092,2026-08-29 23:00:00,31,62,0.0,25.8,42.1,21.9,9.7,366.0,62.0,2026-08-29 05:57:00,2026-08-29 18:22:00,False,Chennai
